db_id,column_names,column_names_original,table_names,table_names_original,db_id_id,column_names_id,column_names_original_id,table_names_id,table_names_original_id
,country,country,,,,negara,negara,,
,year,year,,,,tahun,tahun,,
,round,round,,,,bulat,bulat,,
,team id winner,team_id_winner,,,,id_pemenang_tim,id_tim_pemenang,,
,league id winner,league_id_winner,,,,id_pemenang_liga,id_liga_pemenang,,
,team id loser,team_id_loser,,,,id_tim_yang_kalah,id_tim_pecundang,,
,league id loser,league_id_loser,,,,id_pecundang_liga,id_liga_pecundang,,
,wins,wins,,,,menang,menang,,
,losses,losses,,,,kerugian,kerugian,,
,ties,ties,,,,ikatan,ikatan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,team id,team_id,,,,id_tim,id_tim,,
,franchise id,franchise_id,,,,id_waralaba,id_franchise,,
,div id,div_id,,,,id_div,id_div,,
,rank,rank,,,,pangkat,pangkat,,
,g,g,,,,g,g,,
,ghome,ghome,,,,ghome,ghome,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
,div win,div_win,,,,div_menang,div_win,,
,wc win,wc_win,,,,kita_menang,wc_win,,
,lg win,lg_win,,,,aku_menang,lg_menang,,
,ws win,ws_win,,,,kita_menang,ws_menang,,
,r,r,,,,r,r,,
,ab,ab,,,,ab,ab,,
,h,h,,,,h,h,,
,double,double,,,,dobel,dobel,,
,triple,triple,,,,tiga_kali_lipat,tiga_kali_lipat,,
,hr,hr,,,,jam,jam,,
,bb,bb,,,,bb,bb,,
,so,so,,,,jadi,jadi,,
,sb,sb,,,,sb,sb,,
,cs,cs,,,,cs,cs,,
,hbp,hbp,,,,hbp,hbp,,
,sf,sf,,,,sf,sf,,
,ra,ra,,,,ra,ra,,
,er,er,,,,eh,eh,,
,era,era,,,,era,era,,
,cg,cg,,,,cg,cg,,
,sho,sho,,,,sho,sho,,
,sv,sv,,,,st,st,,
,ipouts,ipouts,,,,ipout,ipout,,
,ha,ha,,,,ha,ha,,
,hra,hra,,,,jam,jam,,
,bba,bba,,,,bba,bba,,
,soa,soa,,,,jadi,jadi,,
,e,e,,,,e,e,,
,dp,dp,,,,dp,dp,,
,fp,fp,,,,fp,fp,,
,name,name,,,,nama,nama,,
,park,park,,,,taman,taman,,
,attendance,attendance,,,,kehadiran,kehadiran,,
,bpf,bpf,,,,bpf,bpf,,
,ppf,ppf,,,,hal,hal,,
,team id br,team_id_br,,,,id_tim_br,id_tim_br,,
,team id lahman45,team_id_lahman45,,,,id_tim_lahman45,id_tim_lahman45,,
,team id retro,team_id_retro,,,,id_tim_retro,id_tim_retro,,
,franchise id,franchise_id,,,,id_waralaba,id_franchise,,
,franchise name,franchise_name,,,,nama_waralaba,nama_waralaba,,
,active,active,,,,aktif,aktif,,
,na assoc,na_assoc,,,,id_tak_ada_asosiasi,na_assoc,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,team id,team_id,,,,id_tim,id_tim,,
,half,half,,,,setengah,setengah,,
,div id,div_id,,,,id_div,id_div,,
,div win,div_win,,,,div_menang,div_win,,
,rank,rank,,,,pangkat,pangkat,,
,g,g,,,,g,g,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
architecture,*,*,architect,architect,arsitektur,*,*,arsitek,arsitek
,id,id,bridge,bridge,,pengenal,pengenal,menjembatani,menjembatani
,name,name,mill,mill,,nama,nama,pabrik,pabrik
,nationality,nationality,,,,kebangsaan,kebangsaan,,
,gender,gender,,,,jenis_kelamin,jenis_kelamin,,
,architect id,architect_id,,,,id_arsitek,id_arsitek,,
,id,id,,,,pengenal,pengenal,,
,name,name,,,,nama,nama,,
,location,location,,,,lokasi,lokasi,,
,length meters,length_meters,,,,meter_panjang,panjang_meter,,
,length feet,length_feet,,,,panjang_kaki,panjang_kaki,,
,architect id,architect_id,,,,id_arsitek,id_arsitek,,
,id,id,,,,pengenal,pengenal,,
,location,location,,,,lokasi,lokasi,,
,name,name,,,,nama,nama,,
,type,type,,,,jenis,jenis,,
,built year,built_year,,,,tahun_dibangun,tahun_dibangun,,
,notes,notes,,,,catatan,catatan,,
csu_1,*,*,campuses,Campuses,csu_1,*,*,kampus,Kampus
,id,Id,csu fees,csu_fees,,pengenal,pengenal,biaya csu,csu_fees
,campus,Campus,degrees,degrees,,kampus,kampus,derajat,derajat
,location,Location,discipline enrollments,discipline_enrollments,,lokasi,lokasi,pendaftaran disiplin,disiplin_pendaftaran
,county,County,enrollments,enrollments,,daerah,daerah,pendaftaran,pendaftaran
,year,Year,faculty,faculty,,tahun,tahun,fakultas,fakultas
,campus,Campus,,,,kampus,kampus,,
,year,Year,,,,tahun,tahun,,
,campus fee,CampusFee,,,,biaya_kampus,biaya_kampus,,
,year,Year,,,,tahun,tahun,,
,campus,Campus,,,,kampus,kampus,,
,degrees,Degrees,,,,derajat,derajat,,
,campus,Campus,,,,kampus,kampus,,
,discipline,Discipline,,,,disiplin,disiplin,,
,year,Year,,,,tahun,tahun,,
,undergraduate,Undergraduate,,,,sarjana,sarjana,,
,graduate,Graduate,,,,lulus,lulus,,
,campus,Campus,,,,kampus,kampus,,
,year,Year,,,,tahun,tahun,,
,totalenrollment ay,TotalEnrollment_AY,,,,total_pendaftaran_ay,total_pendaftaran_ay,,
,fte ay,FTE_AY,,,,baiklah,fte_ay,,
,campus,Campus,,,,kampus,kampus,,
,year,Year,,,,tahun,tahun,,
,faculty,Faculty,,,,fakultas,fakultas,,
tracking_orders,*,*,customers,Customers,pelacakan_pesanan,*,*,pelanggan,Pelanggan
,customer id,customer_id,invoices,Invoices,,nomor_pelanggan,id_pelanggan,faktur,Faktur
,customer name,customer_name,orders,Orders,,nama_pelanggan,nama_pelanggan,pesanan,Pesanan
,customer details,customer_details,products,Products,,rincian_pelanggan,detail_pelanggan,produk,Produk
,invoice number,invoice_number,order items,Order_Items,,nomor_faktur,nomor_faktur,item pesanan,Pesanan_Item
,invoice date,invoice_date,shipments,Shipments,,tanggal_faktur,tanggal_faktur,pengiriman,Pengiriman
,invoice details,invoice_details,shipment items,Shipment_Items,,rincian_faktur,rincian_faktur,barang kiriman,Pengiriman_Item
,order id,order_id,,,,nomor_pesanan,id_pesanan,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,order status,order_status,,,,status_pesanan,status_pesanan,,
,date order placed,date_order_placed,,,,tanggal_pemesanan_dilakukan,tanggal_pesanan_ditempatkan,,
,order details,order_details,,,,detail_pesanan,detail_pesanan,,
,product id,product_id,,,,id_produk,id_produk,,
,product name,product_name,,,,nama_produk,nama_produk,,
,product details,product_details,,,,detail_produk,detail_produk,,
,order item id,order_item_id,,,,id_barang_pesanan,id_pesanan_barang,,
,product id,product_id,,,,id_produk,id_produk,,
,order id,order_id,,,,nomor_pesanan,id_pesanan,,
,order item status,order_item_status,,,,status_barang_pesanan,status_barang_pesanan,,
,order item details,order_item_details,,,,detail_barang_pesanan,pesanan_item_detail,,
,shipment id,shipment_id,,,,id_pengiriman,id_pengiriman,,
,order id,order_id,,,,nomor_pesanan,id_pesanan,,
,invoice number,invoice_number,,,,nomor_faktur,nomor_faktur,,
,shipment tracking number,shipment_tracking_number,,,,nomor_pelacakan_pengiriman,nomor_pelacakan_pengiriman,,
,shipment date,shipment_date,,,,tanggal_pengiriman,tanggal_pengiriman,,
,other shipment details,other_shipment_details,,,,rincian_pengiriman_lainnya,detail_pengiriman_lainnya,,
,shipment id,shipment_id,,,,id_pengiriman,id_pengiriman,,
,order item id,order_item_id,,,,id_barang_pesanan,id_pesanan_barang,,
insurance_policies,*,*,customers,Customers,asuransi_kebijakan,*,*,pelanggan,Pelanggan
,customer id,Customer_ID,customer policies,Customer_Policies,,nomor_pelanggan,id_pelanggan,kebijakan pelanggan,Pelanggan_Kebijakan
,customer details,Customer_Details,claims,Claims,,rincian_pelanggan,pelanggan_detail,klaim,Klaim
,policy id,Policy_ID,settlements,Settlements,,id_kebijakan,id_kebijakan,pemukiman,Pemukiman
,customer id,Customer_ID,payments,Payments,,nomor_pelanggan,id_pelanggan,pembayaran,Pembayaran
,policy type code,Policy_Type_Code,,,,kode_jenis_kebijakan,kebijakan_jenis_kode,,
,start date,Start_Date,,,,tanggal_mulai,tanggal_mulai,,
,end date,End_Date,,,,tanggal_akhir,tanggal_akhir,,
,claim id,Claim_ID,,,,id_klaim,id_klaim,,
,policy id,Policy_ID,,,,id_kebijakan,id_kebijakan,,
,date claim made,Date_Claim_Made,,,,tanggal_klaim_dibuat,tanggal_klaim_dibuat,,
,date claim settled,Date_Claim_Settled,,,,tanggal_klaim_diselesaikan,tanggal_klaim_diselesaikan,,
,amount claimed,Amount_Claimed,,,,jumlah_yang_diklaim,jumlah_diklaim,,
,amount settled,Amount_Settled,,,,jumlah_diselesaikan,jumlah_settled,,
,settlement id,Settlement_ID,,,,id_penyelesaian,id_penyelesaian,,
,claim id,Claim_ID,,,,id_klaim,id_klaim,,
,date claim made,Date_Claim_Made,,,,tanggal_klaim_dibuat,tanggal_klaim_dibuat,,
,date claim settled,Date_Claim_Settled,,,,tanggal_klaim_diselesaikan,tanggal_klaim_diselesaikan,,
,amount claimed,Amount_Claimed,,,,jumlah_yang_diklaim,jumlah_diklaim,,
,amount settled,Amount_Settled,,,,jumlah_diselesaikan,jumlah_settled,,
,customer policy id,Customer_Policy_ID,,,,id_kebijakan_pelanggan,id_kebijakan_pelanggan,,
,payment id,Payment_ID,,,,nomor_pembayaran,id_pembayaran,,
,settlement id,Settlement_ID,,,,id_penyelesaian,id_penyelesaian,,
,payment method code,Payment_Method_Code,,,,kode_metode_pembayaran,kode_metode_pembayaran,,
,date payment made,Date_Payment_Made,,,,tanggal_pembayaran_dilakukan,tanggal_pembayaran_pembuatan,,
,amount payment,Amount_Payment,,,,jumlah_pembayaran,jumlah_pembayaran,,
gas_company,*,*,company,company,perusahaan_gas,*,*,perusahaan,perusahaan
,company id,Company_ID,gas station,gas_station,,id_perusahaan,id_perusahaan,pompa bensin,pompa bensin
,rank,Rank,station company,station_company,,pangkat,pangkat,perusahaan stasiun,stasiun_perusahaan
,company,Company,,,,perusahaan,perusahaan,,
,headquarters,Headquarters,,,,markas_besar,markas_besar,,
,main industry,Main_Industry,,,,industri_utama,utama_industri,,
,sales billion,Sales_billion,,,,penjualan_miliar,penjualan_miliar,,
,profits billion,Profits_billion,,,,untung_miliaran,untung_miliar,,
,assets billion,Assets_billion,,,,aset_miliar,aset_miliar,,
,market value,Market_Value,,,,nilai_pasar,pasar_nilai,,
,station id,Station_ID,,,,id_stasiun,id_stasiun,,
,open year,Open_Year,,,,tahun_terbuka,buka_tahun,,
,location,Location,,,,lokasi,lokasi,,
,manager name,Manager_Name,,,,nama_manajer,manajer_nama,,
,vice manager name,Vice_Manager_Name,,,,nama_wakil_manajer,wakil_manajer_nama,,
,representative name,Representative_Name,,,,nama_perwakilan,perwakilan_nama,,
,station id,Station_ID,,,,id_stasiun,id_stasiun,,
,company id,Company_ID,,,,id_perusahaan,id_perusahaan,,
,rank of the year,Rank_of_the_Year,,,,peringkat_tahun_ini,peringkat_tahun_tahun_ini,,
e_government,*,*,addresses,Addresses,dan_pemerintah,*,*,alamat,Alamat
,address id,address_id,services,Services,,id_alamat,id_alamat,layanan,Layanan
,line 1 number building,line_1_number_building,forms,Forms,,bangunan_nomor_baris_1,baris_1_nomor_bangunan,formulir,Formulir
,town city,town_city,individuals,Individuals,,kota_kota,kota_kota,individu,Individu
,zip postcode,zip_postcode,organizations,Organizations,,kode_pos_pos,zip_kode_pos,organisasi,Organisasi
,state province county,state_province_county,parties,Parties,,provinsi_negara_bagian_kabupaten,negara_bagian_provinsi_kabupaten,pesta,Pesta
,country,country,organization contact individuals,Organization_Contact_Individuals,,negara,negara,organisasi menghubungi individu,Organisasi_Kontak_Individu
,service id,service_id,party addresses,Party_Addresses,,nomor_layanan,id_layanan,alamat pesta,Pesta_Alamat
,service type code,service_type_code,party forms,Party_Forms,,kode_jenis_layanan,kode_jenis_layanan,bentuk partai,Pesta_Formulir
,service name,service_name,party services,Party_Services,,nama_layanan,nama_layanan,layanan pesta,Pesta_Layanan
,service descriptio,service_descriptio,,,,deskripsi_layanan,deskripsi_layanan,,
,form id,form_id,,,,id_formulir,id_form,,
,form type code,form_type_code,,,,kode_tipe_formulir,form_type_code,,
,service id,service_id,,,,nomor_layanan,id_layanan,,
,form number,form_number,,,,nomor_formulir,nomor_bentuk,,
,form name,form_name,,,,nama_formulir,nama_bentuk,,
,form description,form_description,,,,deskripsi_formulir,form_deskripsi,,
,individual id,individual_id,,,,id_individu,id_indivual,,
,individual first name,individual_first_name,,,,id_nama_depan_indivu,id_nama_depan_indivu,,
,individual middle name,individual_middle_name,,,,id_nama_tengah_indivu,id_nama_tengah_indivu,,
,inidividual phone,inidividual_phone,,,,id_telepon_indivu,id_telepon_indivu_ini,,
,individual email,individual_email,,,,id_email_indivu,id_indivu_email,,
,individual address,individual_address,,,,id_alamat_indivu,id_alamat_indivu,,
,individual last name,individual_last_name,,,,id_nama_belakang_indivu,id_nama_belakang_indivu,,
,organization id,organization_id,,,,id_organisasi,id_organisasi,,
,date formed,date_formed,,,,tanggal_terbentuk,tanggal_terbentuk,,
,organization name,organization_name,,,,nama_organisasi,nama_organisasi,,
,uk vat number,uk_vat_number,,,,nomor_tong_inggris,uk_vat_number,,
,party id,party_id,,,,id_pesta,id_party,,
,payment method code,payment_method_code,,,,kode_metode_pembayaran,kode_metode_pembayaran,,
,party phone,party_phone,,,,telepon_pesta,party_phone,,
,party email,party_email,,,,email_pesta,party_email,,
,individual id,individual_id,,,,id_individu,id_indivual,,
,organization id,organization_id,,,,id_organisasi,id_organisasi,,
,date contact from,date_contact_from,,,,tanggal_kontak_dari,tanggal_kontak_dari,,
,date contact to,date_contact_to,,,,tanggal_hubungi_ke,tanggal_kontak_ke,,
,party id,party_id,,,,id_pesta,id_party,,
,address id,address_id,,,,id_alamat,id_alamat,,
,date address from,date_address_from,,,,alamat_tanggal_dari,tanggal_alamat_dari,,
,address type code,address_type_code,,,,kode_jenis_alamat,alamat_tipe_kode,,
,date address to,date_address_to,,,,tanggal_alamat_ke,tanggal_alamat_ke,,
,party id,party_id,,,,id_pesta,id_party,,
,form id,form_id,,,,id_formulir,id_form,,
,date completion started,date_completion_started,,,,tanggal_penyelesaian_dimulai,tanggal_penyelesaian_dimulai,,
,form status code,form_status_code,,,,membentuk_kode_status,form_status_code,,
,date fully completed,date_fully_completed,,,,tanggal_selesai_seluruhnya,tanggal_sepenuhnya_selesai,,
,booking id,booking_id,,,,nomor_pemesanan,id_pemesanan,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,service id,service_id,,,,nomor_layanan,id_layanan,,
,service datetime,service_datetime,,,,tanggal_waktu_layanan,waktu_layanan,,
,booking made date,booking_made_date,,,,tanggal_pemesanan_dibuat,tanggal_pembuatan_pemesanan,,
school_bus,*,*,driver,driver,bus_sekolah,*,*,pengemudi,pengemudi
,driver id,Driver_ID,school,school,,id_pengemudi,id_pengemudi,sekolah,sekolah
,name,Name,school bus,school_bus,,nama,nama,bus sekolah,bus_sekolah
,party,Party,,,,berpesta,berpesta,,
,home city,Home_city,,,,kota_asal,rumah_kota,,
,age,Age,,,,usia,usia,,
,school id,School_ID,,,,id_sekolah,id_sekolah,,
,grade,Grade,,,,nilai,nilai,,
,school,School,,,,sekolah,sekolah,,
,location,Location,,,,lokasi,lokasi,,
,type,Type,,,,jenis,jenis,,
,school id,School_ID,,,,id_sekolah,id_sekolah,,
,driver id,Driver_ID,,,,id_pengemudi,id_pengemudi,,
,years working,Years_Working,,,,tahun_bekerja,tahun_bekerja,,
,if full time,If_full_time,,,,jika_penuh_waktu,jika_penuh_waktu,,
machine_repair,*,*,repair,repair,perbaikan_mesin,*,*,memperbaiki,memperbaiki
,repair id,repair_ID,machine,machine,,tanda_pengenal_perbaikan,id_perbaikan,mesin,mesin
,name,name,technician,technician,,nama,nama,teknisi,teknisi
,launch date,Launch_Date,repair assignment,repair_assignment,,tanggal_peluncuran,peluncuran_tanggal,tugas perbaikan,perbaikan_tugas
,notes,Notes,,,,catatan,catatan,,
,machine id,Machine_ID,,,,id_mesin,id_mesin,,
,making year,Making_Year,,,,pembuatan_tahun,pembuatan_tahun,,
,class,Class,,,,kelas,kelas,,
,team,Team,,,,tim,tim,,
,machine series,Machine_series,,,,seri_mesin,seri_mesin,,
,value points,value_points,,,,poin_nilai,nilai_poin,,
,quality rank,quality_rank,,,,peringkat_kualitas,peringkat_kualitas,,
,technician id,technician_id,,,,id_teknisi,id_teknisi,,
,name,Name,,,,nama,nama,,
,team,Team,,,,tim,tim,,
,starting year,Starting_Year,,,,tahun_mulai,mulai_tahun,,
,age,Age,,,,usia,usia,,
,technician id,technician_id,,,,id_teknisi,id_teknisi,,
,repair id,repair_ID,,,,tanda_pengenal_perbaikan,id_perbaikan,,
,machine id,Machine_ID,,,,id_mesin,id_mesin,,
theme_gallery,*,*,artist,artist,tema_galeri,*,*,artis,artis
,artist id,Artist_ID,exhibition,exhibition,,id_artis,id_artis,pameran,pameran
,name,Name,exhibition record,exhibition_record,,nama,nama,catatan pameran,pameran_catatan
,country,Country,,,,negara,negara,,
,year join,Year_Join,,,,tahun_bergabung,tahun_gabung,,
,age,Age,,,,usia,usia,,
,exhibition id,Exhibition_ID,,,,id_pameran,id_pameran,,
,year,Year,,,,tahun,tahun,,
,theme,Theme,,,,tema,tema,,
,artist id,Artist_ID,,,,id_artis,id_artis,,
,ticket price,Ticket_Price,,,,harga_tiket,tiket_harga,,
,exhibition id,Exhibition_ID,,,,id_pameran,id_pameran,,
,date,Date,,,,tanggal,tanggal,,
,attendance,Attendance,,,,kehadiran,kehadiran,,
film_rank,*,*,film,film,peringkat_film,*,*,film,film
,film id,Film_ID,market,market,,id_film,id_film,pasar,pasar
,title,Title,film market estimation,film_market_estimation,,judul,judul,estimasi pasar film,estimasi_pasar_film
,studio,Studio,,,,studio,studio,,
,director,Director,,,,direktur,direktur,,
,gross in dollar,Gross_in_dollar,,,,kotor_dalam_dolar,kotor_dalam_dolar,,
,market id,Market_ID,,,,id_pasar,id_pasar,,
,country,Country,,,,negara,negara,,
,number cities,Number_cities,,,,nomor_kota,nomor_kota,,
,estimation id,Estimation_ID,,,,id_estimasi,id_estimasi,,
,low estimate,Low_Estimate,,,,perkiraan_rendah,perkiraan_rendah,,
,high estimate,High_Estimate,,,,perkiraan_tinggi,perkiraan_tinggi,,
,film id,Film_ID,,,,id_film,id_film,,
,type,Type,,,,jenis,jenis,,
,market id,Market_ID,,,,id_pasar,id_pasar,,
,year,Year,,,,tahun,tahun,,
party_people,*,*,region,region,pesta_orang,*,*,wilayah,wilayah
,region id,Region_ID,party,party,,id_wilayah,id_wilayah,berpesta,berpesta
,region name,Region_name,member,member,,nama_wilayah,nama_wilayah,anggota,anggota
,date,Date,party events,party_events,,tanggal,tanggal,acara pesta,pesta_acara
,label,Label,,,,label,label,,
,format,Format,,,,format,format,,
,catalogue,Catalogue,,,,katalog,katalog,,
,party id,Party_ID,,,,id_pesta,id_pesta,,
,minister,Minister,,,,menteri,menteri,,
,took office,Took_office,,,,mulai_menjabat,mengambil_kantor,,
,left office,Left_office,,,,meninggalkan_kantor,kiri_kantor,,
,region id,Region_ID,,,,id_wilayah,id_wilayah,,
,party name,Party_name,,,,nama_pesta,nama_partai,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,member name,Member_Name,,,,nama_anggota,nama_anggota,,
,party id,Party_ID,,,,id_pesta,id_pesta,,
,in office,In_office,,,,di_kantor,di_kantor,,
,event id,Event_ID,,,,id_acara,id_acara,,
,event name,Event_Name,,,,nama_acara,nama_acara,,
,party id,Party_ID,,,,id_pesta,id_pesta,,
,member in charge id,Member_in_charge_ID,,,,id_anggota_yang_bertanggung_jawab,id_anggota_dalam_biaya,,
hospital_1,*,*,physician,Physician,rumah_sakit_1,*,*,dokter,Dokter
,employee id,EmployeeID,department,Department,,id_karyawan,id_karyawan,departemen,Departemen
,name,Name,affiliated with,Affiliated_With,,nama,nama,berafiliasi dengan,Berafiliasi_Dengan
,position,Position,procedures,Procedures,,posisi,posisi,prosedur,Prosedur
,ssn,SSN,trained in,Trained_In,,ssn,ssn,dilatih di,Terlatih_Masuk
,departmentid,DepartmentID,patient,Patient,,id_departemen,id_departemen,sabar,Sabar
,name,Name,nurse,Nurse,,nama,nama,perawat,Perawat
,head,Head,appointment,Appointment,,kepala,kepala,janji temu,Janji temu
,physician,Physician,medication,Medication,,dokter,dokter,pengobatan,Pengobatan
,department,Department,prescribes,Prescribes,,departemen,departemen,menentukan,Meresepkan
,primary affiliation,PrimaryAffiliation,block,Block,,afiliasi_utama,afiliasi_utama,memblokir,Memblokir
,code,Code,room,Room,,kode,kode,ruang,Ruang
,name,Name,on call,On_Call,,nama,nama,sedang menelepon,Aktif_Panggilan
,cost,Cost,stay,Stay,,biaya,biaya,tinggal,Tinggal
,physician,Physician,undergoes,Undergoes,,dokter,dokter,mengalami,Mengalami
,treatment,Treatment,,,,perlakuan,perlakuan,,
,certification date,CertificationDate,,,,tanggal_sertifikasi,tanggal_sertifikasi,,
,certification expires,CertificationExpires,,,,sertifikasi_berakhir,sertifikasikedaluwarsa,,
,ssn,SSN,,,,ssn,ssn,,
,name,Name,,,,nama,nama,,
,address,Address,,,,alamat,alamat,,
,phone,Phone,,,,telepon,telepon,,
,insurance id,InsuranceID,,,,nomor_asuransi,id_asuransi,,
,pcp,PCP,,,,pcp,pcp,,
,employee id,EmployeeID,,,,id_karyawan,id_karyawan,,
,name,Name,,,,nama,nama,,
,position,Position,,,,posisi,posisi,,
,registered,Registered,,,,terdaftar,terdaftar,,
,ssn,SSN,,,,ssn,ssn,,
,appointment id,AppointmentID,,,,id_janji_temu,id_janji_temu,,
,patient,Patient,,,,sabar,sabar,,
,prep nurse,PrepNurse,,,,perawat_persiapan,perawat_persiapan,,
,physician,Physician,,,,dokter,dokter,,
,start,Start,,,,awal,awal,,
,end,End,,,,akhir,akhir,,
,examination room,ExaminationRoom,,,,ruang_pemeriksaan,ruang_pemeriksaan,,
,code,Code,,,,kode,kode,,
,name,Name,,,,nama,nama,,
,brand,Brand,,,,merek,merek,,
,description,Description,,,,keterangan,keterangan,,
,physician,Physician,,,,dokter,dokter,,
,patient,Patient,,,,sabar,sabar,,
,medication,Medication,,,,pengobatan,pengobatan,,
,date,Date,,,,tanggal,tanggal,,
,appointment,Appointment,,,,janji_temu,janji_temu,,
,dose,Dose,,,,dosis,dosis,,
,block floor,BlockFloor,,,,lantai_blok,lantai_blok,,
,block code,BlockCode,,,,kode_blok,kode_blok,,
,roomnumber,RoomNumber,,,,nomor_kamar,nomor_kamar,,
,room type,RoomType,,,,tipe_kamar,tipe_kamar,,
,block floor,BlockFloor,,,,lantai_blok,lantai_blok,,
,block code,BlockCode,,,,kode_blok,kode_blok,,
,unavailable,Unavailable,,,,id_tak_tersedia,id_tak_tersedia,,
,nurse,Nurse,,,,perawat,perawat,,
,block floor,BlockFloor,,,,lantai_blok,lantai_blok,,
,block code,BlockCode,,,,kode_blok,kode_blok,,
,oncall start,OnCallStart,,,,mulai_panggilan,oncallstart,,
,oncall end,OnCallEnd,,,,panggilan_berakhir,dicallend,,
,stay id,StayID,,,,id_tinggal,id_tinggal,,
,patient,Patient,,,,sabar,sabar,,
,room,Room,,,,ruang,ruang,,
,stay start,StayStart,,,,tetap_mulai,tetap_mulai,,
,stay end,StayEnd,,,,tetap_berakhir,tetap_akhir,,
