db_id,question,query_toks,query_toks_no_value,sql_string,db_id_id,question_id,query_toks_id,query_toks_no_value_id,sql_string_id
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers published in the area of Question Answering,SELECT,select,"""Question Answering""",sarjana,makalah yang diterbitkan di bidang Question Answering,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Question Answering experiments,SELECT,select,"""Question Answering""",sarjana,Eksperimen Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Show me the papers on Question Answering,SELECT,select,"""Question Answering""",sarjana,Tunjukkan pada saya makalah tentang Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers that used Question Answering,SELECT,select,"""Question Answering""",sarjana,makalah yang menggunakan Question Answering,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers that mention Question Answering,SELECT,select,"""Question Answering""",sarjana,makalah yang menyebutkan Question Answering,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Question Answering papers,SELECT,select,"""Question Answering""",sarjana,Makalah Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Show me Question Answering papers .,SELECT,select,"""Question Answering""",sarjana,Tunjukkan pada saya makalah Menjawab Pertanyaan.,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Question Answering publications,SELECT,select,"""Question Answering""",sarjana,Publikasi Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Fetch me some papers on Question Answering,SELECT,select,"""Question Answering""",sarjana,Ambilkan saya beberapa makalah tentang Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers on Question Answering experiments,SELECT,select,"""Question Answering""",sarjana,makalah tentang eksperimen Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,What papers talk about Question Answering ?,SELECT,select,"""Question Answering""",sarjana,Makalah apa yang membahas tentang Menjawab Pertanyaan?,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,What is the paper about Question Answering ?,SELECT,select,"""Question Answering""",sarjana,Apa makalah tentang Menjawab Pertanyaan?,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Which papers are about about Question Answering ?,SELECT,select,"""Question Answering""",sarjana,Makalah manakah yang membahas tentang Menjawab Pertanyaan?,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,list papers that used Question Answering,SELECT,select,"""Question Answering""",sarjana,daftar makalah yang menggunakan Question Answering,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers for Question Answering,SELECT,select,"""Question Answering""",sarjana,makalah untuk Menjawab Pertanyaan,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperkeyphrase,paperid,,,,frase_kunci_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.keyphrasename,t3,,,,t1.nama_frase_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Question,.,,,,Pertanyaan,.,
,,Answering,paperid,,,,Menjawab,kertasid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,List papers that has keyword Question Answering,SELECT,select,"""Question Answering""",sarjana,Daftar makalah yang mempunyai kata kunci Question Answering,SELECT,select,"""Menjawab Pertanyaan"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
