db_id,query_toks,question,db_id_id,query_toks_id,question_id
,T1.good_or_bad_customer,,,T1.pelanggan_baik_atau_buruk,
,FROM,,,FROM,
,customers,,,pelanggan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,discount_coupons,,,diskon_kupon,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.coupon_id,,,T1.id_coupon,
,=,,,=,
,T2.coupon_id,,,T2.id_coupon,
,WHERE,,,WHERE,
,T2.coupon_amount,,,T2.kupon_jumlah,
,=,,,=,
,500,,,500,
products_for_hire,SELECT,"How many bookings did each customer make? List the customer id, first name, and the count.",produk_untuk_disewa,SELECT,"Berapa banyak pemesanan yang dilakukan setiap pelanggan? Cantumkan id pelanggan, nama depan, dan hitungannya."
,T1.customer_id,,,T1.id_pelanggan,
,",",,,",",
,T1.first_name,,,T1.nama_depan,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,Customers,,,Pelanggan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,bookings,,,pemesanan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.customer_id,,,T1.id_pelanggan,
,=,,,=,
,T2.customer_id,,,T2.id_pelanggan,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.customer_id,,,T1.id_pelanggan,
products_for_hire,SELECT,What is the maximum total amount paid by a customer? List the customer id and amount.,produk_untuk_disewa,SELECT,Berapa jumlah total maksimum yang dibayarkan oleh pelanggan? Cantumkan id pelanggan dan jumlahnya.
,customer_id,,,id_pelanggan,
,",",,,",",
,sum,,,sum,
,(,,,(,
,amount_paid,,,jumlah_dibayar,
,),,,),
,FROM,,,FROM,
,Payments,,,Pembayaran,
,GROUP,,,GROUP,
,BY,,,BY,
,customer_id,,,id_pelanggan,
,ORDER,,,ORDER,
,BY,,,BY,
,sum,,,sum,
,(,,,(,
,amount_paid,,,jumlah_dibayar,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
products_for_hire,SELECT,What are the id and the amount of refund of the booking that incurred the most times of payments?,produk_untuk_disewa,SELECT,Berapa id dan jumlah pengembalian dana pemesanan yang paling banyak mengeluarkan pembayaran?
,T1.booking_id,,,T1.id_booking,
,",",,,",",
,T1.amount_of_refund,,,T1.jumlah_pengembalian_dana,
,FROM,,,FROM,
,Bookings,,,Pemesanan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,Payments,,,Pembayaran,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.booking_id,,,T1.id_booking,
,=,,,=,
,T2.booking_id,,,T2.id_booking,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.booking_id,,,T1.id_booking,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
products_for_hire,SELECT,What is the id of the product that is booked for 3 times?,produk_untuk_disewa,SELECT,Apa ID produk yang dipesan sebanyak 3 kali?
,product_id,,,id_produk,
,FROM,,,FROM,
,products_booked,,,produk_dipesan,
,GROUP,,,GROUP,
,BY,,,BY,
,product_id,,,id_produk,
,HAVING,,,HAVING,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,=,,,=,
,3,,,3,
products_for_hire,SELECT,What is the product description of the product booked with an amount of 102.76?,produk_untuk_disewa,SELECT,"Bagaimana deskripsi produk dari produk yang dipesan dengan jumlah 102,76?"
,T2.product_description,,,T2.deskripsi_produk,
,FROM,,,FROM,
,products_booked,,,produk_dipesan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,products_for_hire,,,produk_untuk_disewa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.booked_amount,,,T1.jumlah_dipesan,
,=,,,=,
,102.76,,,"102,76",
products_for_hire,SELECT,What are the start date and end date of the booking that has booked the product named 'Book collection A'?,produk_untuk_disewa,SELECT,Kapan tanggal mulai dan tanggal akhir pemesanan yang telah memesan produk bernama 'Koleksi Buku A'?
,T3.booking_start_date,,,T3.tanggal_mulai_pemesanan,
,",",,,",",
,T3.booking_end_date,,,T3.tanggal_akhir_pemesanan,
,FROM,,,FROM,
,Products_for_hire,,,Produk_untuk_disewa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,products_booked,,,produk_dipesan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,JOIN,,,JOIN,
,bookings,,,pemesanan,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.booking_id,,,T2.id_booking,
,=,,,=,
,T3.booking_id,,,T3.id_booking,
,WHERE,,,WHERE,
,T1.product_name,,,T1.nama_produk,
,=,,,=,
,Book,,,Buku,
,collection,,,collection,
,A,,,A,
,,,,,
products_for_hire,SELECT,What are the names of products whose availability equals to 1?,produk_untuk_disewa,SELECT,Apa nama produk yang ketersediaannya sama dengan 1?
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,view_product_availability,,,lihat_ketersediaan_produk,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,products_for_hire,,,produk_untuk_disewa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.available_yn,,,T1.tersedia_yn,
,=,,,=,
,1,,,1,
products_for_hire,SELECT,How many different product types are there?,produk_untuk_disewa,SELECT,Ada berapa jenis produk yang berbeda?
,count,,,count,
,(,,,(,
,DISTINCT,,,DISTINCT,
,product_type_code,,,kode_jenis_produk,
,),,,),
,FROM,,,FROM,
,products_for_hire,,,produk_untuk_disewa,
products_for_hire,SELECT,"What are the first name, last name, and gender of all the good customers? Order by their last name.",produk_untuk_disewa,SELECT,"Apa nama depan, nama belakang, dan jenis kelamin semua pelanggan yang baik? Pesan berdasarkan nama belakang mereka."
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,gender_mf,,,gender_mf,
,FROM,,,FROM,
,customers,,,pelanggan,
,WHERE,,,WHERE,
,good_or_bad_customer,,,pelanggan_baik_atau_buruk,
,=,,,=,
,good,,,Bagus,
,,,,,
,ORDER,,,ORDER,
,BY,,,BY,
,last_name,,,nama_belakang,
products_for_hire,SELECT,What is the average amount due for all the payments?,produk_untuk_disewa,SELECT,Berapa jumlah rata-rata yang harus dibayar untuk semua pembayaran?
,avg,,,avg,
,(,,,(,
,amount_due,,,jumlah_jatuh_tempo,
,),,,),
,FROM,,,FROM,
,payments,,,pembayaran,
products_for_hire,SELECT,"What are the maximum, minimum, and average booked count for the products booked?",produk_untuk_disewa,SELECT,"Berapa jumlah pemesanan maksimum, minimum, dan rata-rata untuk produk yang dipesan?"
,max,,,max,
,(,,,(,
,booked_count,,,jumlah_pesanan,
,),,,),
,",",,,",",
,min,,,min,
,(,,,(,
,booked_count,,,jumlah_pesanan,
,),,,),
,",",,,",",
,avg,,,avg,
,(,,,(,
,booked_count,,,jumlah_pesanan,
,),,,),
,FROM,,,FROM,
,products_booked,,,produk_dipesan,
products_for_hire,SELECT,What are all the distinct payment types?,produk_untuk_disewa,SELECT,Apa saja jenis pembayaran yang berbeda?
,DISTINCT,,,DISTINCT,
,payment_type_code,,,kode_jenis_pembayaran,
,FROM,,,FROM,
,payments,,,pembayaran,
products_for_hire,SELECT,What are the daily hire costs for the products with substring 'Book' in its name?,produk_untuk_disewa,SELECT,Berapa biaya sewa harian untuk produk dengan substring 'Buku' di namanya?
,daily_hire_cost,,,biaya_sewa_harian,
,FROM,,,FROM,
,Products_for_hire,,,Produk_untuk_disewa,
,WHERE,,,WHERE,
,product_name,,,nama_Produk,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,Book,,,Buku,
,%,,,%,
,,,,,
products_for_hire,SELECT,How many products are never booked with amount higher than 200?,produk_untuk_disewa,SELECT,Berapa banyak produk yang tidak pernah dipesan dengan jumlah lebih dari 200?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,Products_for_hire,,,Produk_untuk_disewa,
,WHERE,,,WHERE,
,product_id,,,id_produk,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,product_id,,,id_produk,
,FROM,,,FROM,
,products_booked,,,produk_dipesan,
,WHERE,,,WHERE,
,booked_amount,,,dipesan_jumlah,
,>,,,>,
,200,,,200,
,),,,),
products_for_hire,SELECT,What are the coupon amount of the coupons owned by both good and bad customers?,produk_untuk_disewa,SELECT,Berapa jumlah kupon kupon yang dimiliki oleh pelanggan baik dan buruk?
,T1.coupon_amount,,,T1.kupon_jumlah,
,FROM,,,FROM,
,Discount_Coupons,,,Diskon_Kupon,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,customers,,,pelanggan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.coupon_id,,,T1.id_coupon,
,=,,,=,
,T2.coupon_id,,,T2.id_coupon,
,WHERE,,,WHERE,
,T2.good_or_bad_customer,,,T2.pelanggan_baik_atau_buruk,
,=,,,=,
,good,,,Bagus,
,,,,,
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,T1.coupon_amount,,,T1.kupon_jumlah,
,FROM,,,FROM,
,Discount_Coupons,,,Diskon_Kupon,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,customers,,,pelanggan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.coupon_id,,,T1.id_coupon,
,=,,,=,
,T2.coupon_id,,,T2.id_coupon,
,WHERE,,,WHERE,
,T2.good_or_bad_customer,,,T2.pelanggan_baik_atau_buruk,
,=,,,=,
,bad,,,buruk,
,,,,,
products_for_hire,SELECT,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',produk_untuk_disewa,SELECT,Tanggal berapa pembayaran dengan jumlah pembayaran lebih dari 300 atau dengan jenis pembayaran 'Cek'
,payment_date,,,tanggal_pembayaran,
,FROM,,,FROM,
,payments,,,pembayaran,
,WHERE,,,WHERE,
,amount_paid,,,jumlah_dibayar,
,>,,,>,
,300,,,300,
,OR,,,OR,
,payment_type_code,,,kode_jenis_pembayaran,
,=,,,=,
,Check,,,Check,
,,,,,
products_for_hire,SELECT,What are the names and descriptions of the products that are of 'Cutlery' type and have daily hire cost lower than 20?,produk_untuk_disewa,SELECT,Apa nama dan deskripsi produk yang berjenis 'Peralatan Makan' dan biaya sewa hariannya lebih rendah dari 20?
,product_name,,,nama_Produk,
,",",,,",",
,product_description,,,deskripsi_produk,
,FROM,,,FROM,
,products_for_hire,,,produk_untuk_disewa,
,WHERE,,,WHERE,
,product_type_code,,,kode_jenis_produk,
,=,,,=,
,Cutlery,,,Alat_makan,
,,,,,
,AND,,,AND,
,daily_hire_cost,,,biaya_sewa_harian,
,<,,,<,
,20,,,20,
phone_market,SELECT,How many phones are there?,telepon_pasar,SELECT,Ada berapa telepon di sana?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,phone,,,telepon,
phone_market,SELECT,List the names of phones in ascending order of price.,telepon_pasar,SELECT,Cantumkan nama-nama ponsel dalam urutan harga menaik.
,Name,,,Name,
,FROM,,,FROM,
,phone,,,telepon,
,ORDER,,,ORDER,
,BY,,,BY,
,Price,,,Harga,
,ASC,,,ASC,
phone_market,SELECT,What are the memories and carriers of phones?,telepon_pasar,SELECT,Apa kenangan dan operator telepon?
,Memory_in_G,,,Memori_in_G,
,",",,,",",
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
phone_market,SELECT,List the distinct carriers of phones with memories bigger than 32.,telepon_pasar,SELECT,Buat daftar operator ponsel berbeda dengan memori lebih besar dari 32.
,DISTINCT,,,DISTINCT,
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
,WHERE,,,WHERE,
,Memory_in_G,,,Memori_in_G,
,>,,,>,
,32,,,32,
phone_market,SELECT,"Show the names of phones with carrier either ""Sprint"" or ""TMobile"".",telepon_pasar,SELECT,"Tampilkan nama ponsel dengan operator ""Sprint"" atau ""TMobile""."
,Name,,,Name,
,FROM,,,FROM,
,phone,,,telepon,
,WHERE,,,WHERE,
,Carrier,,,Pembawa,
,=,,,=,
,``,,,``,
,Sprint,,,Lari_cepat,
,',,,',
,OR,,,OR,
,Carrier,,,Pembawa,
,=,,,=,
,``,,,``,
,TMobile,,,TMobile,
,',,,',
phone_market,SELECT,What is the carrier of the most expensive phone?,telepon_pasar,SELECT,Apa operator telepon paling mahal?
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
,ORDER,,,ORDER,
,BY,,,BY,
,Price,,,Harga,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
phone_market,SELECT,Show different carriers of phones together with the number of phones with each carrier.,telepon_pasar,SELECT,Tampilkan operator telepon yang berbeda bersama dengan jumlah telepon pada masing-masing operator.
,Carrier,,,Pembawa,
,",",,,",",
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,phone,,,telepon,
,GROUP,,,GROUP,
,BY,,,BY,
,Carrier,,,Pembawa,
phone_market,SELECT,Show the most frequently used carrier of the phones.,telepon_pasar,SELECT,Tampilkan operator telepon yang paling sering digunakan.
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
,GROUP,,,GROUP,
,BY,,,BY,
,Carrier,,,Pembawa,
,ORDER,,,ORDER,
,BY,,,BY,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
phone_market,SELECT,Show the carriers that have both phones with memory smaller than 32 and phones with memory bigger than 64.,telepon_pasar,SELECT,Tunjukkan operator yang memiliki ponsel dengan memori lebih kecil dari 32 dan ponsel dengan memori lebih besar dari 64.
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
,WHERE,,,WHERE,
,Memory_in_G,,,Memori_in_G,
,<,,,<,
,32,,,32,
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,Carrier,,,Pembawa,
,FROM,,,FROM,
,phone,,,telepon,
,WHERE,,,WHERE,
,Memory_in_G,,,Memori_in_G,
,>,,,>,
,64,,,64,
phone_market,SELECT,Show the names of phones and the districts of markets they are on.,telepon_pasar,SELECT,Tunjukkan nama telepon dan distrik pasar tempat telepon tersebut berada.
,T3.Name,,,T3.Nama,
,",",,,",",
,T2.District,,,T2.Distrik,
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,market,,,pasar,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.Market_ID,,,T1.ID_Pasar,
,=,,,=,
,T2.Market_ID,,,T2.ID_Market,
,JOIN,,,JOIN,
,phone,,,telepon,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.Phone_ID,,,T1.ID_Telepon,
,=,,,=,
,T3.Phone_ID,,,T3.ID_Telepon,
phone_market,SELECT,"Show the names of phones and the districts of markets they are on, in ascending order of the ranking of the market.",telepon_pasar,SELECT,"Tampilkan nama ponsel dan distrik pasar tempat ponsel berada, dalam urutan peringkat pasar."
,T3.Name,,,T3.Nama,
,",",,,",",
,T2.District,,,T2.Distrik,
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,market,,,pasar,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.Market_ID,,,T1.ID_Pasar,
,=,,,=,
,T2.Market_ID,,,T2.ID_Market,
,JOIN,,,JOIN,
,phone,,,telepon,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.Phone_ID,,,T1.ID_Telepon,
,=,,,=,
,T3.Phone_ID,,,T3.ID_Telepon,
,ORDER,,,ORDER,
,BY,,,BY,
,T2.Ranking,,,T2.Peringkat,
phone_market,SELECT,Show the names of phones that are on market with number of shops greater than 50.,telepon_pasar,SELECT,Tunjukkan nama ponsel yang ada di pasaran dengan jumlah toko lebih dari 50.
,T3.Name,,,T3.Nama,
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,market,,,pasar,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.Market_ID,,,T1.ID_Pasar,
,=,,,=,
,T2.Market_ID,,,T2.ID_Market,
,JOIN,,,JOIN,
,phone,,,telepon,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.Phone_ID,,,T1.ID_Telepon,
,=,,,=,
,T3.Phone_ID,,,T3.ID_Telepon,
,WHERE,,,WHERE,
,T2.Num_of_shops,,,T2.Jumlah_toko,
,>,,,>,
,50,,,50,
phone_market,SELECT,"For each phone, show its names and total number of stocks.",telepon_pasar,SELECT,"Untuk setiap telepon, tunjukkan nama dan jumlah stoknya."
,T2.Name,,,T2.Nama,
,",",,,",",
,sum,,,sum,
,(,,,(,
,T1.Num_of_stock,,,T1.Jumlah_stok,
,),,,),
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,phone,,,telepon,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.Phone_ID,,,T1.ID_Telepon,
,=,,,=,
,T2.Phone_ID,,,T2.ID_Telepon,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.Name,,,T2.Nama,
phone_market,SELECT,"Show the names of phones that have total number of stocks bigger than 2000, in descending order of the total number of stocks.",telepon_pasar,SELECT,"Tampilkan nama ponsel yang memiliki jumlah stok lebih besar dari 2000, dalam urutan jumlah total stok menurun."
,T2.Name,,,T2.Nama,
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,phone,,,telepon,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.Phone_ID,,,T1.ID_Telepon,
,=,,,=,
,T2.Phone_ID,,,T2.ID_Telepon,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.Name,,,T2.Nama,
,HAVING,,,HAVING,
,sum,,,sum,
,(,,,(,
,T1.Num_of_stock,,,T1.Jumlah_stok,
,),,,),
,>,,,>,
,=,,,=,
,2000,,,2000,
,ORDER,,,ORDER,
,BY,,,BY,
,sum,,,sum,
,(,,,(,
,T1.Num_of_stock,,,T1.Jumlah_stok,
,),,,),
,DESC,,,DESC,
phone_market,SELECT,List the names of phones that are not on any market.,telepon_pasar,SELECT,Sebutkan nama-nama ponsel yang tidak ada di pasaran mana pun.
,Name,,,Name,
,FROM,,,FROM,
,phone,,,telepon,
,WHERE,,,WHERE,
,Phone_id,,,id_Telepon,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,Phone_ID,,,ID_Telepon,
,FROM,,,FROM,
,phone_market,,,telepon_pasar,
,),,,),
gas_company,SELECT,How many gas companies are there?,perusahaan_gas,SELECT,Berapa banyak perusahaan gas yang ada?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,What is the total number of companies?,perusahaan_gas,SELECT,Berapa jumlah total perusahaan?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,List the company name and rank for all companies in the decreasing order of their sales.,perusahaan_gas,SELECT,Cantumkan nama perusahaan dan peringkat semua perusahaan dalam urutan penjualannya yang menurun.
,company,,,perusahaan,
,",",,,",",
,rank,,,rank,
,FROM,,,FROM,
,company,,,perusahaan,
,ORDER,,,ORDER,
,BY,,,BY,
,Sales_billion,,,Penjualan_miliar,
,DESC,,,DESC,
gas_company,SELECT,What is the name and rank of every company ordered by descending number of sales?,perusahaan_gas,SELECT,Apa nama dan peringkat setiap perusahaan yang diurutkan berdasarkan jumlah penjualan menurun?
,company,,,perusahaan,
,",",,,",",
,rank,,,rank,
,FROM,,,FROM,
,company,,,perusahaan,
,ORDER,,,ORDER,
,BY,,,BY,
,Sales_billion,,,Penjualan_miliar,
,DESC,,,DESC,
gas_company,SELECT,Show the company name and the main industry for all companies whose headquarters are not from USA.,perusahaan_gas,SELECT,Tunjukkan nama perusahaan dan industri utama untuk semua perusahaan yang berkantor pusat di luar Amerika.
,company,,,perusahaan,
,",",,,",",
,main_industry,,,industri_utama,
,FROM,,,FROM,
,company,,,perusahaan,
,WHERE,,,WHERE,
,headquarters,,,markas_besar,
,!,,,!,
,=,,,=,
,USA,,,Amerika_Serikat,
,,,,,
gas_company,SELECT,What are the companies and main industries of all companies that are not headquartered in the United States?,perusahaan_gas,SELECT,Apa saja perusahaan dan industri utama dari semua perusahaan yang tidak berkantor pusat di Amerika Serikat?
,company,,,perusahaan,
,",",,,",",
,main_industry,,,industri_utama,
,FROM,,,FROM,
,company,,,perusahaan,
,WHERE,,,WHERE,
,headquarters,,,markas_besar,
,!,,,!,
,=,,,=,
,USA,,,Amerika_Serikat,
,,,,,
gas_company,SELECT,Show all company names and headquarters in the descending order of market value.,perusahaan_gas,SELECT,Tampilkan semua nama perusahaan dan kantor pusat dalam urutan nilai pasar.
,company,,,perusahaan,
,",",,,",",
,headquarters,,,markas_besar,
,FROM,,,FROM,
,company,,,perusahaan,
,ORDER,,,ORDER,
,BY,,,BY,
,market_value,,,nilai_pasar,
,DESC,,,DESC,
gas_company,SELECT,What are the names and headquarters of all companies ordered by descending market value?,perusahaan_gas,SELECT,Apa nama dan kantor pusat semua perusahaan yang diurutkan berdasarkan nilai pasar yang menurun?
,company,,,perusahaan,
,",",,,",",
,headquarters,,,markas_besar,
,FROM,,,FROM,
,company,,,perusahaan,
,ORDER,,,ORDER,
,BY,,,BY,
,market_value,,,nilai_pasar,
,DESC,,,DESC,
gas_company,SELECT,"Show minimum, maximum, and average market value for all companies.",perusahaan_gas,SELECT,"Tunjukkan nilai pasar minimum, maksimum, dan rata-rata untuk semua perusahaan."
,min,,,min,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,",",,,",",
,max,,,max,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,",",,,",",
,avg,,,avg,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,"What is the minimum, maximum, and average market value for every company?",perusahaan_gas,SELECT,"Berapa nilai pasar minimum, maksimum, dan rata-rata untuk setiap perusahaan?"
,min,,,min,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,",",,,",",
,max,,,max,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,",",,,",",
,avg,,,avg,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,Show all main industry for all companies.,perusahaan_gas,SELECT,Tampilkan semua industri utama untuk semua perusahaan.
,DISTINCT,,,DISTINCT,
,main_industry,,,industri_utama,
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,What are the different main industries for all companies?,perusahaan_gas,SELECT,Apa saja industri utama yang berbeda untuk semua perusahaan?
,DISTINCT,,,DISTINCT,
,main_industry,,,industri_utama,
,FROM,,,FROM,
,company,,,perusahaan,
gas_company,SELECT,List all headquarters and the number of companies in each headquarter.,perusahaan_gas,SELECT,Buat daftar semua kantor pusat dan jumlah perusahaan di setiap kantor pusat.
,headquarters,,,markas_besar,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
,GROUP,,,GROUP,
,BY,,,BY,
,headquarters,,,markas_besar,
gas_company,SELECT,"For each headquarter, what are the headquarter and how many companies are centered there?",perusahaan_gas,SELECT,"Untuk setiap kantor pusat, apa yang dimaksud dengan kantor pusat dan berapa jumlah perusahaan yang berpusat di sana?"
,headquarters,,,markas_besar,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
,GROUP,,,GROUP,
,BY,,,BY,
,headquarters,,,markas_besar,
gas_company,SELECT,Show all main industry and total market value in each industry.,perusahaan_gas,SELECT,Tampilkan semua industri utama dan total nilai pasar di setiap industri.
,main_industry,,,industri_utama,
,",",,,",",
,sum,,,sum,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
,GROUP,,,GROUP,
,BY,,,BY,
,main_industry,,,industri_utama,
gas_company,SELECT,What are the main indstries and total market value for each industry?,perusahaan_gas,SELECT,Apa industri utama dan total nilai pasar untuk setiap industri?
,main_industry,,,industri_utama,
,",",,,",",
,sum,,,sum,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
,GROUP,,,GROUP,
,BY,,,BY,
,main_industry,,,industri_utama,
gas_company,SELECT,List the main industry with highest total market value and its number of companies.,perusahaan_gas,SELECT,Sebutkan industri utama dengan total nilai pasar tertinggi dan jumlah perusahaannya.
,main_industry,,,industri_utama,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,company,,,perusahaan,
,GROUP,,,GROUP,
,BY,,,BY,
,main_industry,,,industri_utama,
,ORDER,,,ORDER,
,BY,,,BY,
,sum,,,sum,
,(,,,(,
,market_value,,,nilai_pasar,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
gas_company,SELECT,"For each main industry, what is the total number of companies for the industry with the highest total market value?",perusahaan_gas,SELECT,"Untuk setiap industri utama, berapa jumlah perusahaan untuk industri yang memiliki total nilai pasar tertinggi?"
